id,username,movie_name,text,dataset,manipulation,click_locations,difficulty,split
2628,Eduard Hogea,121_093.mp4,Strange coloring on the face.,Farceforensics++,Face2Face,"{""22"": {""x"": 0.7366666666666667, ""y"": 0.42136498516320475}, ""27"": {""x"": 0.68, ""y"": 0.3857566765578635}, ""32"": {""x"": 0.7283333333333334, ""y"": 0.34421364985163205}}",1,train
2629,Eduard Hogea,074_825.mp4,Mouth movement is unnatural and there are distortions and artifacts on the mouth.,Farceforensics++,Face2Face,"{""33"": {""x"": 0.465, ""y"": 0.3323442136498516}, ""37"": {""x"": 0.4583333333333333, ""y"": 0.3323442136498516}}",1,train
2630,Eduard Hogea,307_365.mp4,The face contouring is blurry.,Farceforensics++,Face2Face,"{""224"": {""x"": 0.385, ""y"": 0.3244444444444444}, ""230"": {""x"": 0.39166666666666666, ""y"": 0.37777777777777777}, ""243"": {""x"": 0.4266666666666667, ""y"": 0.18222222222222223}, ""250"": {""x"": 0.49, ""y"": 0.1688888888888889}, ""291"": {""x"": 0.48, ""y"": 0.42444444444444446}, ""302"": {""x"": 0.53, ""y"": 0.3022222222222222}}",3,train
2631,Eduard Hogea,119_123.mp4,"The teeth don't match the mouth movement. When the jaw drops the teeth, at times, still remain up.",Farceforensics++,Face2Face,"{""137"": {""x"": 0.49666666666666665, ""y"": 0.38222222222222224}, ""156"": {""x"": 0.5183333333333333, ""y"": 0.39555555555555555}, ""168"": {""x"": 0.48, ""y"": 0.38222222222222224}}",2,train
2632,Eduard Hogea,349_350.mp4,The teeth are inconsistent and change in shape and size. Artifacts are also appearing in that area.,Farceforensics++,Face2Face,"{""171"": {""x"": 0.6983333333333334, ""y"": 0.2522255192878338}, ""180"": {""x"": 0.68, ""y"": 0.2522255192878338}}",2,train
2633,Eduard Hogea,111_094.mp4,Artifacts on the mouth with mouth movement that looks strange.,Farceforensics++,Face2Face,"{""30"": {""x"": 0.37333333333333335, ""y"": 0.34}, ""35"": {""x"": 0.45, ""y"": 0.43777777777777777}, ""86"": {""x"": 0.5266666666666666, ""y"": 0.4}}",1,train
2634,Eduard Hogea,250_461.mp4,Face color seems inconsistent and the chin also looks a bit strange when head moves.,Farceforensics++,Face2Face,"{""126"": {""x"": 0.46166666666666667, ""y"": 0.5727002967359051}, ""132"": {""x"": 0.435, ""y"": 0.5489614243323442}}",2,train
2635,Eduard Hogea,451_449.mp4,Mouth movements seems a bit off and unnatural. Artifacts on the teeth.,Farceforensics++,Face2Face,"{""68"": {""x"": 0.42333333333333334, ""y"": 0.5252225519287834}, ""74"": {""x"": 0.5233333333333333, ""y"": 0.543026706231454}, ""80"": {""x"": 0.5366666666666666, ""y"": 0.4332344213649852}, ""197"": {""x"": 0.47833333333333333, ""y"": 0.4332344213649852}}",2,train
2636,Eduard Hogea,046_904.mp4,Contouring on the neck and artifacts on the mouth and on the areas where hair meets the face.,Farceforensics++,Face2Face,"{""41"": {""x"": 0.43333333333333335, ""y"": 0.599406528189911}, ""47"": {""x"": 0.49166666666666664, ""y"": 0.7210682492581603}, ""56"": {""x"": 0.5516666666666666, ""y"": 0.5905044510385756}}",1,train
2637,Eduard Hogea,216_164.mp4,Mouth movement is unnatural. The lips rarely touch.,Farceforensics++,Face2Face,"{""140"": {""x"": 0.49333333333333335, ""y"": 0.4866666666666667}, ""149"": {""x"": 0.445, ""y"": 0.4777777777777778}}",1,train
2638,Eduard Hogea,103_082.mp4,White vertical line on the right side of the face.,Farceforensics++,Face2Face,"{""57"": {""x"": 0.5966666666666667, ""y"": 0.28}, ""61"": {""x"": 0.6016666666666667, ""y"": 0.3377777777777778}, ""66"": {""x"": 0.6016666666666667, ""y"": 0.37555555555555553}}",2,train
2639,Eduard Hogea,049_946.mp4,Color inconsistently on the face. Artifacts on the nose.,Farceforensics++,Face2Face,"{""50"": {""x"": 0.6316666666666667, ""y"": 0.58}, ""56"": {""x"": 0.5983333333333334, ""y"": 0.5822222222222222}, ""98"": {""x"": 0.55, ""y"": 0.7377777777777778}, ""103"": {""x"": 0.5883333333333334, ""y"": 0.7622222222222222}}",2,train
2640,Eduard Hogea,410_411.mp4,Inconsistent teeth. There is a white marking around the mouth.,Farceforensics++,Face2Face,"{""16"": {""x"": 0.44166666666666665, ""y"": 0.41543026706231456}, ""20"": {""x"": 0.47, ""y"": 0.4688427299703264}}",1,train
2641,Eduard Hogea,163_031.mp4,White portion on the right side of the face under the ear.,Farceforensics++,Face2Face,"{""62"": {""x"": 0.56, ""y"": 0.5311572700296736}, ""71"": {""x"": 0.5333333333333333, ""y"": 0.5222551928783383}, ""77"": {""x"": 0.5383333333333333, ""y"": 0.4688427299703264}, ""83"": {""x"": 0.545, ""y"": 0.49554896142433236}}",1,train
2642,Eduard Hogea,058_039.mp4,Strange mouth movement with artifacts on the mouth.,Farceforensics++,Face2Face,"{""104"": {""x"": 0.7183333333333334, ""y"": 0.4449877750611247}, ""109"": {""x"": 0.6783333333333333, ""y"": 0.44987775061124696}, ""115"": {""x"": 0.6883333333333334, ""y"": 0.46943765281173594}}",1,train
2643,Eduard Hogea,126_104.mp4,Face has inconsistent coloring.,Farceforensics++,Face2Face,"{""50"": {""x"": 0.49, ""y"": 0.5}, ""59"": {""x"": 0.47833333333333333, ""y"": 0.44}, ""67"": {""x"": 0.435, ""y"": 0.44}}",1,train
2644,Eduard Hogea,234_187.mp4,Artifacts on the mouth.,Farceforensics++,Face2Face,"{""229"": {""x"": 0.3016666666666667, ""y"": 0.4658753709198813}, ""240"": {""x"": 0.3233333333333333, ""y"": 0.4658753709198813}}",3,train
2645,Eduard Hogea,421_423.mp4,The teeth disappear at one point when the person is speaking.,Farceforensics++,Face2Face,"{""278"": {""x"": 0.4866666666666667, ""y"": 0.3622222222222222}, ""287"": {""x"": 0.505, ""y"": 0.3688888888888889}, ""294"": {""x"": 0.4866666666666667, ""y"": 0.37333333333333335}, ""312"": {""x"": 0.49833333333333335, ""y"": 0.3688888888888889}, ""482"": {""x"": 0.49166666666666664, ""y"": 0.36666666666666664}}",1,train
2646,Eduard Hogea,047_862.mp4,Strange eyebrow movement. Left eyebrow changes shape.,Farceforensics++,Face2Face,"{""276"": {""x"": 0.3466666666666667, ""y"": 0.25722543352601157}, ""286"": {""x"": 0.37833333333333335, ""y"": 0.24566473988439305}}",2,train
2647,Eduard Hogea,281_474.mp4,"Mouth looks a bit weird and unnatural, there are also some artifacts on it.",Farceforensics++,Face2Face,"{""150"": {""x"": 0.7166666666666667, ""y"": 0.39465875370919884}, ""155"": {""x"": 0.73, ""y"": 0.39465875370919884}}",2,train
2648,Eduard Hogea,220_219.mp4,Right side of the face has artifacts.,Farceforensics++,Face2Face,"{""23"": {""x"": 0.43166666666666664, ""y"": 0.2787286063569682}, ""29"": {""x"": 0.43166666666666664, ""y"": 0.34474327628361856}, ""48"": {""x"": 0.32666666666666666, ""y"": 0.4180929095354523}}",1,train
2649,Eduard Hogea,204_230.mp4,The mouth's movements are strange and blurred.,Farceforensics++,Face2Face,"{""225"": {""x"": 0.6133333333333333, ""y"": 0.5355555555555556}, ""232"": {""x"": 0.6533333333333333, ""y"": 0.5555555555555556}, ""339"": {""x"": 0.54, ""y"": 0.52}, ""347"": {""x"": 0.5966666666666667, ""y"": 0.5577777777777778}}",1,train
2650,Eduard Hogea,026_012.mp4,Chin looks highlighted. On the right side of the head the hairstrand is pixelated.,Farceforensics++,Face2Face,"{""38"": {""x"": 0.5516666666666666, ""y"": 0.2911111111111111}, ""46"": {""x"": 0.5533333333333333, ""y"": 0.3377777777777778}, ""74"": {""x"": 0.395, ""y"": 0.32}, ""134"": {""x"": 0.405, ""y"": 0.42444444444444446}}",2,train
2651,Eduard Hogea,178_598.mp4,Artifacts on the mouth.,Farceforensics++,Face2Face,"{""138"": {""x"": 0.7183333333333334, ""y"": 0.44222222222222224}, ""143"": {""x"": 0.6866666666666666, ""y"": 0.44}, ""149"": {""x"": 0.7133333333333334, ""y"": 0.4222222222222222}}",3,train
2652,Eduard Hogea,396_272.mp4,Strange look on the chin. Contouring around the face.,Farceforensics++,Face2Face,"{""37"": {""x"": 0.4633333333333333, ""y"": 0.45103857566765576}, ""43"": {""x"": 0.4166666666666667, ""y"": 0.4332344213649852}}",1,train
2653,Eduard Hogea,042_084.mp4,Move movement is unnatural.,Farceforensics++,Face2Face,"{""122"": {""x"": 0.68, ""y"": 0.6444444444444445}, ""127"": {""x"": 0.6483333333333333, ""y"": 0.5577777777777778}, ""130"": {""x"": 0.68, ""y"": 0.5311111111111111}}",1,train
2654,Eduard Hogea,186_170.mp4,Mouth movement makes distortions all over the face.,Farceforensics++,Face2Face,"{""54"": {""x"": 0.5483333333333333, ""y"": 0.543026706231454}, ""59"": {""x"": 0.535, ""y"": 0.5341246290801187}}",1,train
2655,Eduard Hogea,114_102.mp4,Mouth is unclear. The shadow on the chin is inconsistent.,Farceforensics++,Face2Face,"{""83"": {""x"": 0.4816666666666667, ""y"": 0.4288888888888889}, ""91"": {""x"": 0.45166666666666666, ""y"": 0.44222222222222224}, ""102"": {""x"": 0.4683333333333333, ""y"": 0.39555555555555555}}",1,train
2656,Eduard Hogea,162_330.mp4,Face looks a bit off. The lip movement is strange and the nose has uneven nostrils.,Farceforensics++,Face2Face,"{""103"": {""x"": 0.4766666666666667, ""y"": 0.44510385756676557}, ""108"": {""x"": 0.47, ""y"": 0.42433234421364985}}",1,train
2657,Eduard Hogea,431_447.mp4,Artifacts on the nostrils and mouth.,Farceforensics++,Face2Face,"{""83"": {""x"": 0.48833333333333334, ""y"": 0.4065281899109792}, ""91"": {""x"": 0.4716666666666667, ""y"": 0.3768545994065282}}",1,train
2658,Eduard Hogea,394_373.mp4,Teeth look blurred and there are artifacts on the mouth. The shadow on the chin looks pixelated.,Farceforensics++,Face2Face,"{""249"": {""x"": 0.6333333333333333, ""y"": 0.543026706231454}, ""262"": {""x"": 0.645, ""y"": 0.5014836795252225}}",2,train
2659,Eduard Hogea,452_550.mp4,Artifacts on the mouth and on the chin.,Farceforensics++,Face2Face,"{""109"": {""x"": 0.8133333333333334, ""y"": 0.37333333333333335}, ""118"": {""x"": 0.8133333333333334, ""y"": 0.36}, ""124"": {""x"": 0.8383333333333334, ""y"": 0.36}}",2,train
2660,Eduard Hogea,424_408.mp4,The mouth has artifacts and distortions.,Farceforensics++,Face2Face,"{""36"": {""x"": 0.5166666666666667, ""y"": 0.4288888888888889}, ""44"": {""x"": 0.5016666666666667, ""y"": 0.4022222222222222}, ""54"": {""x"": 0.5133333333333333, ""y"": 0.41555555555555557}}",1,train
2661,Eduard Hogea,109_107.mp4,Some artifacts on the mouth.,Farceforensics++,Face2Face,"{""231"": {""x"": 0.5, ""y"": 0.3977777777777778}, ""236"": {""x"": 0.4816666666666667, ""y"": 0.37333333333333335}}",3,train
2662,Eduard Hogea,248_232.mp4,Distortions on the mouth when the person is speaking.,Farceforensics++,Face2Face,"{""125"": {""x"": 0.49333333333333335, ""y"": 0.35311572700296734}, ""130"": {""x"": 0.4866666666666667, ""y"": 0.32047477744807124}}",1,train
2663,Eduard Hogea,408_424.mp4,The mouth looks unnatural and has distortions.,Farceforensics++,Face2Face,"{""48"": {""x"": 0.4683333333333333, ""y"": 0.4449877750611247}, ""54"": {""x"": 0.51, ""y"": 0.43765281173594134}, ""63"": {""x"": 0.4866666666666667, ""y"": 0.39853300733496333}}",2,train
2664,Eduard Hogea,409_382.mp4,Artifacts around the right ear.  Overall face looks a bit blurry and the gaze is quite unnatural.,Farceforensics++,Face2Face,"{""58"": {""x"": 0.5433333333333333, ""y"": 0.25555555555555554}, ""67"": {""x"": 0.545, ""y"": 0.23555555555555555}, ""75"": {""x"": 0.5183333333333333, ""y"": 0.3088888888888889}, ""84"": {""x"": 0.4666666666666667, ""y"": 0.31555555555555553}}",2,train
2665,Eduard Hogea,180_105.mp4,Strange face movement. Left side has artifacts.,Farceforensics++,Face2Face,"{""250"": {""x"": 0.285, ""y"": 0.2688888888888889}, ""257"": {""x"": 0.29, ""y"": 0.2511111111111111}, ""278"": {""x"": 0.36, ""y"": 0.3244444444444444}}",1,train
2666,Eduard Hogea,139_130.mp4,Artifacts on the chin and around the ears.,Farceforensics++,Face2Face,"{""124"": {""x"": 0.42, ""y"": 0.396}, ""132"": {""x"": 0.43666666666666665, ""y"": 0.452}, ""157"": {""x"": 0.5666666666666667, ""y"": 0.42}}",2,train
2667,Eduard Hogea,101_096.mp4,There is an unnatural look in the chin. The size of the chin increases.,Farceforensics++,Face2Face,"{""54"": {""x"": 0.46166666666666667, ""y"": 0.5028901734104047}, ""66"": {""x"": 0.505, ""y"": 0.546242774566474}, ""78"": {""x"": 0.5416666666666666, ""y"": 0.48554913294797686}, ""105"": {""x"": 0.465, ""y"": 0.5491329479768786}, ""112"": {""x"": 0.4483333333333333, ""y"": 0.5028901734104047}, ""48"": {""x"": 0.505, ""y"": 0.45664739884393063}, ""60"": {""x"": 0.5133333333333333, ""y"": 0.45664739884393063}, ""73"": {""x"": 0.5216666666666666, ""y"": 0.4653179190751445}}",1,train
2668,Eduard Hogea,075_977.mp4,Strange coloring on the face that is inconsistent. When the mouth moves the light flickers around the mouth.,Farceforensics++,Face2Face,"{""36"": {""x"": 0.6483333333333333, ""y"": 0.5519287833827893}, ""48"": {""x"": 0.6883333333333334, ""y"": 0.5637982195845698}, ""60"": {""x"": 0.6616666666666666, ""y"": 0.5341246290801187}}",1,train
2669,Eduard Hogea,368_378.mp4,Strange contouring around the face and artifacts on the mouth.,Farceforensics++,Face2Face,"{""24"": {""x"": 0.36833333333333335, ""y"": 0.54}, ""38"": {""x"": 0.47, ""y"": 0.7622222222222222}, ""58"": {""x"": 0.69, ""y"": 0.62}}",1,train
2670,Eduard Hogea,001_870.mp4,Face looks abnormal with a strange coloring. The movement also is unnatural.,Farceforensics++,Face2Face,"{""20"": {""x"": 0.3883333333333333, ""y"": 0.34124629080118696}, ""25"": {""x"": 0.37833333333333335, ""y"": 0.4035608308605341}, ""280"": {""x"": 0.3883333333333333, ""y"": 0.3590504451038576}, ""290"": {""x"": 0.37, ""y"": 0.39465875370919884}}",1,train
2671,Eduard Hogea,209_016.mp4,Artifacts on the chin and mouth.,Farceforensics++,Face2Face,"{""173"": {""x"": 0.7816666666666666, ""y"": 0.3439306358381503}, ""184"": {""x"": 0.78, ""y"": 0.3468208092485549}, ""191"": {""x"": 0.7566666666666667, ""y"": 0.3554913294797688}}",3,train
2672,Eduard Hogea,070_057.mp4,Artifacts on the mouth and on the chin.,Farceforensics++,Face2Face,"{""40"": {""x"": 0.405, ""y"": 0.38}, ""44"": {""x"": 0.4033333333333333, ""y"": 0.37777777777777777}, ""169"": {""x"": 0.4083333333333333, ""y"": 0.48}}",1,train
2673,Eduard Hogea,473_366.mp4,Artifacts around the eyes.,Farceforensics++,Face2Face,"{""45"": {""x"": 0.3616666666666667, ""y"": 0.26666666666666666}, ""52"": {""x"": 0.4216666666666667, ""y"": 0.25333333333333335}, ""61"": {""x"": 0.37833333333333335, ""y"": 0.3466666666666667}, ""69"": {""x"": 0.42833333333333334, ""y"": 0.31333333333333335}, ""76"": {""x"": 0.40166666666666667, ""y"": 0.24666666666666667}, ""80"": {""x"": 0.345, ""y"": 0.24666666666666667}}",2,train
2674,Eduard Hogea,438_434.mp4,Mouth movement seems strange. The lips do not move naturally.,Farceforensics++,Face2Face,"{""51"": {""x"": 0.485, ""y"": 0.49777777777777776}, ""56"": {""x"": 0.47, ""y"": 0.4866666666666667}}",1,train
2675,Eduard Hogea,385_414.mp4,White markings around the mouth. Distortions on the mouth.,Farceforensics++,Face2Face,"{""29"": {""x"": 0.4766666666666667, ""y"": 0.37091988130563797}, ""34"": {""x"": 0.4, ""y"": 0.37091988130563797}, ""41"": {""x"": 0.5233333333333333, ""y"": 0.4065281899109792}, ""50"": {""x"": 0.4533333333333333, ""y"": 0.3768545994065282}}",1,train
2676,Eduard Hogea,032_944.mp4,Face has inconsistent coloring. There are also glitches on the mouth.,Farceforensics++,Face2Face,"{""26"": {""x"": 0.5266666666666666, ""y"": 0.5341246290801187}, ""33"": {""x"": 0.4816666666666667, ""y"": 0.5608308605341247}, ""153"": {""x"": 0.44166666666666665, ""y"": 0.5252225519287834}}",2,train
2677,Eduard Hogea,099_295.mp4,White coloring around the mouth and around the right ear. Artifacts on the nose.,Farceforensics++,Face2Face,"{""19"": {""x"": 0.32666666666666666, ""y"": 0.5964391691394659}, ""23"": {""x"": 0.34833333333333333, ""y"": 0.6468842729970327}, ""30"": {""x"": 0.40166666666666667, ""y"": 0.5934718100890207}, ""168"": {""x"": 0.38166666666666665, ""y"": 0.5252225519287834}}",1,train
2678,Eduard Hogea,113_983.mp4,Unnatural mouth movement. Artifacts and pixelated area on the left of the face.,Farceforensics++,Face2Face,"{""115"": {""x"": 0.45, ""y"": 0.35014836795252224}, ""121"": {""x"": 0.46, ""y"": 0.4362017804154303}, ""187"": {""x"": 0.5016666666666667, ""y"": 0.39465875370919884}}",1,train
2679,Eduard Hogea,191_188.mp4,Chin looks unnatural.,Farceforensics++,Face2Face,"{""84"": {""x"": 0.5233333333333333, ""y"": 0.516320474777448}, ""89"": {""x"": 0.5183333333333333, ""y"": 0.4836795252225519}}",1,train
2680,Eduard Hogea,193_030.mp4,Artifacts and glitches on the mouth.,Farceforensics++,Face2Face,"{""47"": {""x"": 0.5033333333333333, ""y"": 0.7062314540059347}, ""52"": {""x"": 0.47333333333333333, ""y"": 0.7240356083086054}}",1,train
2681,Eduard Hogea,041_063.mp4,The face contouring is blurred. There are artifacts around the mouth and nose.,Farceforensics++,Face2Face,"{""82"": {""x"": 0.5733333333333334, ""y"": 0.3088888888888889}, ""90"": {""x"": 0.5516666666666666, ""y"": 0.3844444444444444}, ""97"": {""x"": 0.5116666666666667, ""y"": 0.4444444444444444}, ""110"": {""x"": 0.4633333333333333, ""y"": 0.29777777777777775}, ""156"": {""x"": 0.505, ""y"": 0.43555555555555553}, ""164"": {""x"": 0.4816666666666667, ""y"": 0.43333333333333335}, ""170"": {""x"": 0.5366666666666666, ""y"": 0.4288888888888889}, ""181"": {""x"": 0.5, ""y"": 0.47333333333333333}}",1,train
2682,Eduard Hogea,422_695.mp4,Mouth has a white coloring around it. The lips appear and disappear.,Farceforensics++,Face2Face,"{""16"": {""x"": 0.64, ""y"": 0.6943620178041543}, ""23"": {""x"": 0.5666666666666667, ""y"": 0.6795252225519288}, ""30"": {""x"": 0.6116666666666667, ""y"": 0.658753709198813}}",1,train
2683,Eduard Hogea,238_282.mp4,There are artifacts at the edge of the face.,Farceforensics++,Face2Face,"{""93"": {""x"": 0.3616666666666667, ""y"": 0.3844444444444444}, ""98"": {""x"": 0.37666666666666665, ""y"": 0.3844444444444444}, ""105"": {""x"": 0.41833333333333333, ""y"": 0.2911111111111111}}",1,train
2684,Eduard Hogea,177_211.mp4,Artifacts and distortions on the mouth for the person when speaking.,Farceforensics++,Face2Face,"{""35"": {""x"": 0.49, ""y"": 0.546242774566474}, ""40"": {""x"": 0.44333333333333336, ""y"": 0.5433526011560693}, ""46"": {""x"": 0.4633333333333333, ""y"": 0.523121387283237}}",1,train
2685,Eduard Hogea,259_345.mp4,Mouth has artifacts and distortions.,Farceforensics++,Face2Face,"{""50"": {""x"": 0.6633333333333333, ""y"": 0.34444444444444444}, ""55"": {""x"": 0.6366666666666667, ""y"": 0.3422222222222222}}",1,train
2686,Eduard Hogea,018_019.mp4,Artifacts on the mouth and on the nose.,Farceforensics++,Face2Face,"{""126"": {""x"": 0.5033333333333333, ""y"": 0.5244444444444445}, ""152"": {""x"": 0.49833333333333335, ""y"": 0.4688888888888889}}",2,train
2687,Eduard Hogea,022_489.mp4,Contrast around the eyes seems a bit off at times and is not consistent.,Farceforensics++,Face2Face,"{""130"": {""x"": 0.32166666666666666, ""y"": 0.3560830860534125}, ""137"": {""x"": 0.28, ""y"": 0.3768545994065282}, ""146"": {""x"": 0.31166666666666665, ""y"": 0.4896142433234421}}",1,train
2688,Eduard Hogea,382_409.mp4,Artifacts on the chin and on the nose.,Farceforensics++,Face2Face,"{""132"": {""x"": 0.4, ""y"": 0.36}, ""144"": {""x"": 0.39666666666666667, ""y"": 0.3244444444444444}, ""148"": {""x"": 0.39, ""y"": 0.33111111111111113}}",2,train
2689,Eduard Hogea,243_156.mp4,Face gets smaller as the camera approaches.,Farceforensics++,Face2Face,"{""63"": {""x"": 0.44, ""y"": 0.18694362017804153}, ""67"": {""x"": 0.43833333333333335, ""y"": 0.23738872403560832}, ""71"": {""x"": 0.45166666666666666, ""y"": 0.27596439169139464}}",1,train
2690,Eduard Hogea,456_435.mp4,On the left side of the face on the ear area there are some artifacts and a white spot is seen.,Farceforensics++,Face2Face,"{""81"": {""x"": 0.7916666666666666, ""y"": 0.22255192878338279}, ""87"": {""x"": 0.8083333333333333, ""y"": 0.26112759643916916}, ""128"": {""x"": 0.795, ""y"": 0.22551928783382788}}",1,train
2691,Eduard Hogea,030_193.mp4,Mouth has distortions and the movement is not fluid. Artifacts on the right side when head turns.,Farceforensics++,Face2Face,"{""29"": {""x"": 0.505, ""y"": 0.5786350148367952}, ""34"": {""x"": 0.465, ""y"": 0.5252225519287834}, ""39"": {""x"": 0.5083333333333333, ""y"": 0.543026706231454}}",1,train
2692,Eduard Hogea,231_663.mp4,"On the part where the hair covers the face, that portion is unclear. The head appears a bit bigger when the person is looking in a different direction.",Farceforensics++,Face2Face,"{""222"": {""x"": 0.7, ""y"": 0.3251833740831296}, ""235"": {""x"": 0.7266666666666667, ""y"": 0.38386308068459657}}",2,train
2693,Eduard Hogea,397_602.mp4,Color discrepancy in inconsistency around the upper lip.,Farceforensics++,Face2Face,"{""32"": {""x"": 0.5, ""y"": 0.2403560830860534}, ""37"": {""x"": 0.5416666666666666, ""y"": 0.3323442136498516}, ""41"": {""x"": 0.49833333333333335, ""y"": 0.5489614243323442}}",1,train
2694,Eduard Hogea,443_514.mp4,"The face contouring does not follow the person movement. When the person is looking down, the contouring remains in the same place.",Farceforensics++,Face2Face,"{""221"": {""x"": 0.7066666666666667, ""y"": 0.3711111111111111}, ""242"": {""x"": 0.6733333333333333, ""y"": 0.36666666666666664}, ""255"": {""x"": 0.6266666666666667, ""y"": 0.3333333333333333}, ""267"": {""x"": 0.6916666666666667, ""y"": 0.4311111111111111}, ""276"": {""x"": 0.7266666666666667, ""y"": 0.37777777777777777}, ""323"": {""x"": 0.635, ""y"": 0.3422222222222222}, ""332"": {""x"": 0.6783333333333333, ""y"": 0.42444444444444446}, ""340"": {""x"": 0.7083333333333334, ""y"": 0.3844444444444444}, ""100"": {""x"": 0.6766666666666666, ""y"": 0.29777777777777775}}",2,train
2695,Eduard Hogea,036_035.mp4,Mouth doesn't really open when speaking at times.,Farceforensics++,Face2Face,"{""156"": {""x"": 0.4583333333333333, ""y"": 0.4222222222222222}, ""166"": {""x"": 0.4483333333333333, ""y"": 0.38}, ""175"": {""x"": 0.455, ""y"": 0.4022222222222222}}",3,train
2696,Eduard Hogea,214_255.mp4,"Mouth looks off, with inconsistent in color. Around the face on the left side there are artifacts.",Farceforensics++,Face2Face,"{""39"": {""x"": 0.41833333333333333, ""y"": 0.4884393063583815}, ""44"": {""x"": 0.44166666666666665, ""y"": 0.6647398843930635}, ""55"": {""x"": 0.6616666666666666, ""y"": 0.5346820809248555}, ""63"": {""x"": 0.5616666666666666, ""y"": 0.5578034682080925}}",1,train
2697,Eduard Hogea,491_226.mp4,The face is blurry. Also the face movement is a bit unnatural.,Farceforensics++,Face2Face,"{""328"": {""x"": 0.7266666666666667, ""y"": 0.3264094955489614}, ""57"": {""x"": 0.6866666666666666, ""y"": 0.37091988130563797}, ""65"": {""x"": 0.7233333333333334, ""y"": 0.19287833827893175}, ""82"": {""x"": 0.6783333333333333, ""y"": 0.2403560830860534}, ""87"": {""x"": 0.71, ""y"": 0.26112759643916916}}",3,train
2698,Eduard Hogea,299_145.mp4,Strange spot on the forehead. Face has distortions.,Farceforensics++,Face2Face,"{""112"": {""x"": 0.535, ""y"": 0.2866666666666667}, ""117"": {""x"": 0.545, ""y"": 0.29777777777777775}}",2,train
2699,Eduard Hogea,414_385.mp4,Distortions and artifacts on the mouth. White markings on the left of the face.,Farceforensics++,Face2Face,"{""45"": {""x"": 0.45, ""y"": 0.543026706231454}, ""52"": {""x"": 0.44333333333333336, ""y"": 0.5400593471810089}}",1,train
2700,Eduard Hogea,376_381.mp4,Mouth movement is weird and teeth don't look unnatural.,Farceforensics++,Face2Face,"{""25"": {""x"": 0.65, ""y"": 0.258160237388724}, ""30"": {""x"": 0.6283333333333333, ""y"": 0.258160237388724}}",2,train
2701,Eduard Hogea,095_053.mp4,Artifacts at the edges of the face.,Farceforensics++,Face2Face,"{""147"": {""x"": 0.5816666666666667, ""y"": 0.36444444444444446}, ""155"": {""x"": 0.6366666666666667, ""y"": 0.38666666666666666}, ""161"": {""x"": 0.68, ""y"": 0.3333333333333333}}",2,train
2702,Eduard Hogea,286_267.mp4,Nostrils looks strange.,Farceforensics++,Face2Face,"{""46"": {""x"": 0.5166666666666667, ""y"": 0.4035608308605341}, ""50"": {""x"": 0.49833333333333335, ""y"": 0.3916913946587537}}",2,train
2703,Eduard Hogea,296_293.mp4,Artifacts at the edges of the face.,Farceforensics++,Face2Face,"{""33"": {""x"": 0.375, ""y"": 0.38}, ""42"": {""x"": 0.35833333333333334, ""y"": 0.38222222222222224}, ""89"": {""x"": 0.2833333333333333, ""y"": 0.4066666666666667}, ""95"": {""x"": 0.4083333333333333, ""y"": 0.5111111111111111}, ""103"": {""x"": 0.445, ""y"": 0.37333333333333335}}",2,train
2704,Eduard Hogea,185_276.mp4,"Color inconsistency on the lips, especially on the lower one. There is also some distortions.",Farceforensics++,Face2Face,"{""87"": {""x"": 0.49166666666666664, ""y"": 0.5953757225433526}, ""96"": {""x"": 0.48, ""y"": 0.5838150289017341}}",2,train
2705,Eduard Hogea,236_237.mp4,Mouth seems a bit off but overall no big signs of alterations.,Farceforensics++,Face2Face,"{""514"": {""x"": 0.635, ""y"": 0.40444444444444444}, ""535"": {""x"": 0.6083333333333333, ""y"": 0.4488888888888889}}",3,train
2706,Eduard Hogea,442_195.mp4,White spot on the mouth on the left side.,Farceforensics++,Face2Face,"{""25"": {""x"": 0.51, ""y"": 0.4599406528189911}, ""29"": {""x"": 0.4633333333333333, ""y"": 0.44510385756676557}}",1,train
2707,Eduard Hogea,314_347.mp4,Artifacts on the mouth.,Farceforensics++,Face2Face,"{""413"": {""x"": 0.17, ""y"": 0.3323442136498516}, ""95"": {""x"": 0.17833333333333334, ""y"": 0.35014836795252224}}",2,train
2708,Eduard Hogea,361_448.mp4,"There are multiple distortions all over the face, especially at the mouth when the head is moving. There are also big artifacts on the nostrils. The chin has artifacts and glitches.",Farceforensics++,Face2Face,"{""39"": {""x"": 0.5216666666666666, ""y"": 0.6142433234421365}, ""47"": {""x"": 0.4583333333333333, ""y"": 0.5756676557863502}, ""56"": {""x"": 0.5116666666666667, ""y"": 0.4599406528189911}, ""63"": {""x"": 0.49666666666666665, ""y"": 0.6765578635014837}}",1,train
2709,Eduard Hogea,067_025.mp4,Artifacts on the nostrils. Teeth look a bit blurry.,Farceforensics++,Face2Face,"{""77"": {""x"": 0.49166666666666664, ""y"": 0.3798219584569733}, ""84"": {""x"": 0.4666666666666667, ""y"": 0.3857566765578635}, ""283"": {""x"": 0.5, ""y"": 0.42433234421364985}}",2,train
2710,Eduard Hogea,105_180.mp4,Face looks unnatural due to inconsistency of the coloring.,Farceforensics++,Face2Face,"{""24"": {""x"": 0.82, ""y"": 0.29333333333333333}, ""31"": {""x"": 0.8466666666666667, ""y"": 0.3288888888888889}}",1,train
